demsharenext,difdemshare,demofficeexp,demelectexp,othofficeexp,othelectexp
0.5603776574134827,-0.22900721430778503,0,0,5,5
0.5397531390190125,0.12075531482696533,0,0,6,6
0.5417498350143433,0.24996674060821533,1.8333333730697632,2.1666667461395264,0.3333333432674408,0.5
0.5197376608848572,0.10040932148694992,2.8333332538604736,3.3333332538604736,0.3333333432674408,0.6666666865348816
0.4974656403064728,0.048967648297548294,3.1666667461395264,3.5,0.1666666716337204,0.5
0.5037798285484314,-0.0010651051998138428,0,0,0,0
0.5662309527397156,0.051541686058044434,0,0,0,0
0.5916184186935425,0.13246193528175354,1,1,0,0
0.42623448371887207,-0.003616929054260254,4,4,0,0
0.3580324053764343,-0.14753103256225586,0,0,1,1
0.3151485025882721,-0.2567269802093506,0,0,2,2
0.5315836071968079,-0.2704122066497803,0,0,1,1
0.6321752667427063,0.09418150782585144,0,0,0,0
0.6019665598869324,0.2643505334854126,1,1,0,0
0.5531536340713501,-0.03785085678100586,0,0,0,0
0.6032729148864746,0.1063072681427002,0,0,1,1
0.567621111869812,0.24008294939994812,0,0,0,0
0.5570586919784546,0.13524222373962402,1,1,0,0
0.6420931816101074,0.11411735415458679,2,2,0,0
0.19654105603694916,-0.4273858070373535,0,0,1,1
0.408531129360199,-0.5745557546615601,0,0,2,2
0.21490783989429474,-0.09967809915542603,0,1,0,0
0.22670283913612366,-0.5312959551811218,0,0,3,3
0.33790358901023865,-0.5465942621231079,0,0,4,4
0.48971498012542725,-0.3241927921772003,0,0,5,5
0.7193519473075867,0.04945400357246399,0,0,0,0
0.7619608640670776,0.471247136592865,1,1,0,0
0.31093278527259827,-0.1435704231262207,0,0,1,1
0.359863817691803,-0.11166170239448547,0,0,4,4
0.4423992931842804,-0.27607500553131104,0,0,5,5
0.3118067681789398,-0.1106061041355133,0,0,0,0
0,-1,0,0,0,0
0,-1,0,0,0,0
0,-1,0,0,5,5
0.3622291386127472,-0.42279306054115295,0,0,8,8
0,-0.275541752576828,0,0,9,9
0.2511442303657532,-1,0,0,10,10
0.22199708223342896,-0.4585907757282257,0,0,0,0
0.8272818922996521,-0.5560058355331421,0,0,14,14
0.22438374161720276,0.6545637845993042,0,0,15,15
0.5274065136909485,1,1,1,0,0
0.7171871066093445,0.05481302738189697,2,2,0,0
0.5464462041854858,0.09734168648719788,0,1,1,1
0.6122155785560608,0.19272109866142273,1,1,0,0
1,0.22443115711212158,2,2,0,0
1,1,3,3,0,0
1,1,6,6,0,0
0.7364611625671387,1,7,7,0,0
1,0.47292235493659973,8,8,0,0
0.7236078977584839,1,11,11,0,0
0.7283561825752258,0.49984654784202576,12,12,0,0
0.6719980239868164,0.45671236515045166,13,13,0,1
0.6593965888023376,0.3739464282989502,16,16,0,4
0.8025453686714172,0.3187932074069977,17,17,0,0
1,0.6050907373428345,0,0,0,0
0.7174549102783203,0.2221444547176361,3,3,0,0
1,0.4978761672973633,4,4,0,0
0.7152595520019531,0.47891926765441895,1,1,0,1
0.7094243764877319,1,4,4,0,0
1,0.4188487231731415,5,5,0,0
1,1,6,6,0,0
0.7103583812713623,1,9,9,0,0
0.4782760739326477,0.4207167327404022,10,10,0,0
0.3765835165977478,0.2012595534324646,11,11,5,5
1,0.11094510555267334,0,0,0,0
0.7524590492248535,1,1,1,0,0
0.7230823636054993,0.504918098449707,2,2,0,0
1,0.34826040267944336,5,5,0,0
1,1,6,6,0,0
1,1,7,7,0,0
0.5314600467681885,-0.10440638661384583,0,0,1,1
0.5696266889572144,0.07615110278129578,0,0,2,2
0.5694045424461365,0.1834803819656372,1,1,0,0
0.5943154096603394,0.14263507723808289,4,4,0,0
0.6378807425498962,0.1886308193206787,5,5,0,0
0.6452640295028687,0.2757614552974701,6,6,0,0
1,0.4350642263889313,9,9,0,0
0.6095017194747925,1,10,10,0,0
0.5433024764060974,0.21900343894958496,11,11,0,0
0.5207453370094299,0.161198228597641,2,2,0,0
1,0.04149070382118225,3,3,0,0
0.5189803838729858,1,4,4,0,0
0.8885443210601807,0.4839930534362793,2,3,0,0
0.7031318545341492,0.7770886421203613,3,4,0,0
0.6553462743759155,0.40626370906829834,4,5,0,0
0.7166150212287903,1,7,8,0,0
1,0.43323004245758057,8,9,0,0
0.23875193297863007,-1,0,0,1,1
0.26718124747276306,-1,0,0,4,4
0.3398173153400421,-0.46563753485679626,0,0,5,5
0.4548613131046295,-0.32036539912223816,0,0,6,6
0.25189948081970215,-0.3001963198184967,0,0,2,2
0.3959043622016907,-0.4962010383605957,0,0,3,3
0.3670189678668976,-0.20819127559661865,0,0,4,4
0.6731154322624207,0.2127910852432251,0,0,1,1
0.5221107602119446,0.3462308645248413,1,1,0,1
0.6596946716308594,0.2401665449142456,0,0,0,0
1,0.06711721420288086,0,0,0,0
0.8411741852760315,1,1,1,0,0
0.52181077003479,0.682348370552063,2,2,0,0
1,0.39705848693847656,1,1,0,1
0.7073158621788025,1,2,2,0,0
0.26286205649375916,-1,0,0,1,1
0,-0.4235975742340088,0,0,2,2
0,-1,0,0,3,3
0.3407129645347595,-1,0,0,4,4
0.3429448902606964,-0.29212915897369385,0,0,7,7
0.3392149806022644,-0.31411024928092957,0,0,8,8
0.6169377565383911,-0.3215700387954712,0,0,9,9
0.5480555295944214,1,2,2,0,0
0.5376169681549072,0.13483405113220215,3,3,0,0
0.5082284212112427,0.07523393630981445,0,0,0,1
1,0.4394049048423767,0,0,0,0
0.697106659412384,1,3,3,0,0
0.6505855321884155,0.39421334862709045,4,4,0,0
0.48226699233055115,-0.031208068132400513,0,0,1,1
0.5456578135490417,0.0013053715229034424,0,1,2,2
0.784734845161438,0.5841385126113892,1,1,0,0
0.6447104215621948,-1,0,0,0,0
0.7558273077011108,0.28942087292671204,5,5,0,0
1,0.5116546154022217,6,6,0,1
0.7449415326118469,0.5389509201049805,5,5,0,2
0.6251575350761414,0.48988303542137146,6,6,0,3
0.7222104072570801,0.2503150403499603,7,7,0,0
0.7691424489021301,0.595634937286377,10,10,0,0
0.8484140634536743,0.5933117866516113,0,0,0,0
1,0.6968281269073486,1,1,0,0
1,0.42829322814941406,4,4,0,0
1,1,5,5,0,0
1,1,6,6,0,0
0.6985441446304321,0.28896525502204895,9,9,0,0
0.7065386176109314,0.39708828926086426,10,10,0,0
0.4611264765262604,-0.020705074071884155,0,1,1,1
0.5478477478027344,0.06387412548065186,0,0,4,4
0.6635523438453674,0.09569546580314636,1,1,0,0
0.6575283408164978,0.32710468769073486,2,2,0,0
1,1,0,0,0,0
1,1,1,1,0,0
1,1,2,2,0,0
0.7444847822189331,0.8099995255470276,4,4,0,0
0.7461345791816711,0.5575010180473328,5,5,0,0
0.7838955521583557,0.537500262260437,7,7,0,1
0.7221792936325073,0.8382004499435425,10,10,0,0
0.8043491840362549,0.44435858726501465,3,3,0,0
0.7228261232376099,0.6086983680725098,4,4,0,0
0.8434721231460571,1,6,6,0,0
0.8183565735816956,0.6869442462921143,7,7,0,0
0.4130937159061432,-0.13336756825447083,0,0,0,0
0.38909369707107544,-0.13164100050926208,0,1,3,3
0.4531145691871643,-0.22181260585784912,0,1,4,4
0.442932665348053,-0.09377086162567139,0,0,0,0
1,0.6569865942001343,9,9,0,0
0.8294317722320557,1,10,10,0,0
0.591483473777771,0.6588635444641113,11,11,0,0
0.695604145526886,0.786260724067688,1,1,0,0
0.9182945489883423,0.46431630849838257,2,2,0,0
1,0.8598806858062744,3,3,0,0
0.8378592133522034,1,6,6,0,0
1,0.6757184267044067,7,7,0,0
0.702811598777771,1,8,8,0,0
0.7224597334861755,0.3954955041408539,11,11,0,0
1,0.44491949677467346,12,12,0,0
0.4150633215904236,-0.39071109890937805,0,0,1,1
0.4703618884086609,-0.013234585523605347,0,0,1,1
0.4781996011734009,-0.05927622318267822,0,1,2,2
0.41779494285583496,-0.04360079765319824,0,0,3,3
0.48900845646858215,-0.2596002519130707,0,6,9,9
0.32631146907806396,-0.021983057260513306,0,0,0,0
0.42960330843925476,-0.34737706184387207,0,0,1,1
0,-0.2830554246902466,0,0,4,4
0.38855212926864624,-1,0,0,5,5
0.39383599162101746,-0.22289574146270752,0,0,6,6
0.6511386036872864,0.11415967345237732,6,7,0,0
0.6667260527610779,0.3862925171852112,7,8,0,0
0.5340823531150818,0.3334520757198334,8,9,0,0
0.544569730758667,0.375203013420105,11,12,0,0
0.7006325721740723,0.12611037492752075,0,0,0,0
0.8228235244750977,1,1,1,0,0
0.7531104683876038,0.5646443367004395,1,1,0,0
0.8039448857307434,0.5062209367752075,2,2,0,0
1,0.6078897714614868,3,3,0,0
0.7478194236755371,1,3,3,0,0
1,0.4956388473510742,4,4,0,0
1,1,5,5,0,0
0.6898900270462036,1,8,8,0,0
0.9173302054405212,0.3797800540924072,9,9,0,0
1,0.8346604108810425,0,0,0,0
1,1,3,3,0,0
0.8081764578819275,1,4,4,0,0
1,0.616352915763855,5,5,0,0
0.8404020071029663,1,1,1,0,0
0.8248472809791565,1,4,4,0,0
1,0.649694561958313,5,5,0,0
1,1,6,6,0,0
0.4499594569206238,-0.19252046942710876,0,1,3,3
0,-0.10008108615875244,0,1,4,4
0.4961824417114258,-1,0,0,5,5
1,0.49573734402656555,1,2,0,0
1,1,2,3,0,0
0.7321725487709045,1,3,4,0,0
0.3732864558696747,-0.13124439120292664,0,0,1,1
0.44376710057258606,-0.15990766882896423,0,0,4,4
0.5350597500801086,-0.1124657690525055,0,0,5,5
0.5853442549705505,0.07011950016021729,0,0,0,0
0.352581262588501,-0.2274560034275055,0,0,1,1
0.37615829706192017,-0.24017000198364258,0,1,4,4
0.38958504796028137,-0.24768340587615967,0,2,5,5
0.39688730239868164,-0.22082987427711487,0,3,6,6
0.42480599880218506,-0.11590278148651123,0,0,1,1
0.42598241567611694,-0.004348009824752808,0,0,4,4
0.4104219675064087,-0.1480351686477661,0,0,5,5
0.4345429539680481,-0.17406898736953735,0,0,6,6
0.4376865327358246,0.026993662118911743,0,1,1,1
0.3663005232810974,-0.12462690472602844,1,2,1,2
0.32584163546562195,-0.2673989534378052,0,0,2,3
0.6804431080818176,0.042661458253860474,0,0,0,0
0.6166080236434937,0.3769306242465973,0,0,0,0
0.6079376935958862,0.25116318464279175,1,1,0,0
0.43645939230918884,-0.17829027771949768,0,0,0,1
0.39686164259910583,-0.1270812451839447,0,0,1,2
0.4475584924221039,-0.20627668499946594,0,1,0,0
0.46636804938316345,-0.3689301908016205,0,0,1,1
0.3314896821975708,-0.03423985838890076,0,3,0,0
0.35540610551834106,-0.15650999546051025,0,0,1,1
0.34028008580207825,-0.20840981602668762,0,0,0,0
0.41268715262413025,-0.3194397985935211,0,1,1,1
0.3969467282295227,-0.1710546910762787,0,0,2,2
0.3312152028083801,-0.0023828446865081787,0,0,1,1
0.2885725498199463,-0.33625835180282593,0,0,2,2
0.3037160038948059,-0.4228549003601074,0,0,3,3
0.3946659564971924,-0.2846156060695648,0,0,6,6
0.3187137246131897,-0.21066808700561523,0,0,7,7
0.3586106300354004,-0.3625725507736206,0,0,8,8
0.2577821910381317,-0.5444911122322083,0,0,2,2
0.42526543140411377,-0.48443564772605896,0,0,0,0
0.5268877148628235,-0.14257395267486572,0,0,0,0
0.4350242614746094,-0.05494731664657593,2,2,0,0
0.44773241877555847,-0.07043081521987915,0,0,1,1
0.6315121650695801,0.24035915732383728,1,1,0,0
0.5577067136764526,0.1825566291809082,4,4,0,0
0.6285240650177002,0.11541342735290527,5,5,0,0
0.6623101234436035,0.2570481300354004,6,6,0,0
0.5659361481666565,0.32508185505867004,2,2,0,0
0.6037341356277466,0.13569551706314087,3,3,0,0
0.6094637513160706,0.2191367745399475,0,0,0,0
0.6239184737205505,0.45844414830207825,4,4,0,0
0.6124223470687866,0.2598581910133362,5,5,0,0
0.6761254072189331,0.22484469413757324,3,3,0,1
0.5771153569221497,0.3708919584751129,8,8,0,0
0.44367167353630066,0.1542307436466217,9,9,0,0
0.44839784502983093,-0.11265668272972107,10,10,0,0
0.6942055225372314,0.08295908570289612,0,0,0,0
0.6682751774787903,0.41374948620796204,1,1,0,0
0.6078001260757446,0.1931162178516388,1,1,0,0
0.5220919847488403,0.21017715334892273,4,4,0,1
0.6329914331436157,0.04418399930000305,5,5,0,0
0.7037461996078491,0.2669956088066101,6,6,0,0
0.6466226577758789,0.6269984245300293,9,9,0,0
0.612423837184906,0.2932453453540802,10,10,0,0
0.6612874269485474,0.224847674369812,0,0,0,0
0.7649520635604858,0.5645036697387695,0,0,0,0
0.526101291179657,0.5399134159088135,1,1,0,0
0.4469131529331207,0.052202582359313965,2,2,0,0
0.281861811876297,-0.3548429012298584,0,0,2,3
0.27876749634742737,-0.4362764060497284,0,0,3,4
0.5921391248703003,-0.4424649775028229,0,0,4,5
0.6446847319602966,0.3597072660923004,2,2,0,0
0.7204086780548096,0.327526330947876,0,0,0,0
0,-0.38804417848587036,0,0,5,5
0.18893246352672577,-0.892357349395752,0,0,0,0
0.39732682704925537,-0.22343046963214874,0,0,0,0
0.25566864013671875,-0.2159254252910614,0,0,1,1
0.32871297001838684,-0.2275209128856659,0,0,2,2
0.5146535038948059,-0.3425740897655487,0,0,3,3
0.4283382296562195,0.029307007789611816,0,0,0,0
0.3436201512813568,-0.12884458899497986,0,0,2,2
0,-0.312759667634964,0,0,3,3
0.2911771535873413,-1,0,0,4,4
0.3260153830051422,-0.12933751940727234,0,0,0,0
0.19288994371891022,-0.34796926379203796,0,0,1,1
0,-0.5602012872695923,0,0,2,2
0,-0.38804417848587036,0,0,5,5
0.18893246352672577,-0.892357349395752,0,0,0,0
0.39732682704925537,-0.22343046963214874,0,0,0,0
0.0936901643872261,-0.49966609477996826,0,0,2,3
0,-0.4594002962112427,0,0,3,4
0.6615637540817261,0.1704428791999817,1,1,0,0
0.6751664280891418,0.3271024227142334,2,2,0,0
0.6553158164024353,0.3503328263759613,3,3,0,0
0.4334564507007599,-0.015782535076141357,0,0,1,1
0.48043501377105713,0.0982140302658081,0,0,0,0
0.5022826194763184,-0.03912997245788574,1,1,0,0
0.5048570036888123,0.004565209150314331,1,2,1,1
0.4422752559185028,0.13139495253562927,4,5,0,0
0.41327059268951416,-0.115449458360672,5,6,0,0
0.44555962085723877,-0.17345881462097168,5,7,1,1
0.4768690764904022,-0.5852128267288208,0,0,2,2
0.41165608167648315,-0.038389354944229126,0,0,0,0
0.3750525116920471,-0.17025244235992432,0,0,1,1
0.6615637540817261,0.1704428791999817,1,1,0,0
0.6751664280891418,0.3271024227142334,2,2,0,0
0.6553158164024353,0.3503328263759613,3,3,0,0
0.27454832196235657,-0.4417870044708252,0,0,1,1
0.3182127773761749,-0.42093685269355774,0,0,2,2
0.43254560232162476,-0.07246986031532288,0,0,1,1
0.4149446189403534,-0.0883634090423584,0,0,1,1
0.49306103587150574,-0.16813144087791443,0,1,4,4
0.42238131165504456,-0.009513765573501587,0,0,0,0
0.46246153116226196,-0.1250954568386078,0,0,3,3
0.40945714712142944,-0.051001787185668945,0,0,0,0
0.38439375162124634,-0.17075377702713013,0,0,1,1
0.7010025978088379,0.19007176160812378,0,1,4,4
0.7940128445625305,0.4118103086948395,1,2,0,0
0.7671347260475159,0.5930474400520325,2,3,0,0
0.7564298510551453,0.4408131539821625,5,6,0,0
0.6989215016365051,0.5203918814659119,6,7,0,1
0.5428742170333862,0.40339547395706177,7,8,0,0
0.7612107992172241,0.4453427791595459,2,2,0,0
0.7319404482841492,0.551054835319519,3,3,0,0
0.45656219124794006,-0.24183881282806396,0,0,1,1
0.32027292251586914,-0.27155154943466187,0,0,4,4
0.46076589822769165,-0.3582261800765991,0,0,5,5
0.43208083510398865,-0.07348304986953735,0,0,0,0
0.4686243236064911,0.015714555978775024,0,0,3,3
0.4443858861923218,-0.04665210843086243,1,1,0,0
0.48320597410202026,-0.10816919803619385,0,0,1,1
0.6172083020210266,0.16029131412506104,0,1,4,4
0.6642594337463379,0.2344166338443756,1,2,0,0
0.5745916366577148,0.3285188376903534,2,3,0,0
0.6825814247131348,0.26471877098083496,4,5,0,0
0.6572890281677246,0.39620521664619446,5,6,0,0
0.8817110061645508,0.32616937160491943,6,7,0,0
0.3800777494907379,-0.2924387454986572,0,0,0,1
0.30783528089523315,-0.2230946123600006,0,0,1,2
0.369949609041214,-0.18542319536209106,0,0,1,1
0.34679102897644043,-0.1511920690536499,0,1,4,4
0.4392819106578827,-0.30641794204711914,0,0,5,5
0.46897706389427185,-0.12143614888191223,0,0,6,6
0.5268534421920776,0.008291006088256836,0,0,0,0
0.5776305198669434,0.06045910716056824,1,1,0,0
0.551627516746521,0.15838855504989624,2,2,0,0
0.6211029887199402,0.3901537358760834,5,5,0,0
0.5595582723617554,0.25022104382514954,6,6,0,0
0.49931401014328003,0.12499749660491943,7,7,0,0
0.5870089530944824,0.07524564862251282,10,10,0,0
0.5164114832878113,0.17401790618896484,11,11,0,1
0.49092185497283936,0.04212084412574768,0,0,0,0
0.33264297246932983,-0.35168758034706116,0,3,1,1
0.3513632118701935,-0.30949777364730835,0,0,2,2
0.5216023921966553,0.23010334372520447,0,1,0,0
0.5453483462333679,0.16724586486816406,0,0,0,0
0.629923403263092,0.09069672226905823,1,1,0,0
0.6022005081176758,0.2598468065261841,2,2,0,0
0.5616496205329895,0.3523014485836029,5,5,0,1
0.46440449357032776,0.12657612562179565,6,6,0,0
0.5835396647453308,-0.0690971314907074,0,0,7,7
0.6629737615585327,0.3365910053253174,10,10,0,0
0.6108465194702148,0.3423227369785309,11,11,0,0
0.40639984607696533,0.24189025163650513,12,12,0,1
0.3827517032623291,-0.22617220878601074,0,0,2,4
0.33449622988700867,-0.22836977243423462,0,0,3,5
0.3436279892921448,-0.32294216752052307,0,0,4,6
0.33707207441329956,-0.3726408779621124,0,0,7,9
0.34952566027641296,-0.2991517186164856,0,0,8,10
0.3836575150489807,-0.161006361246109,0,0,1,1
0.3535647988319397,-0.18526160717010498,0,0,1,1
0.44024384021759033,-0.29104751348495483,0,0,2,2
0.41254982352256775,-0.11652952432632446,0,0,3,3
0.27081769704818726,-0.27146419882774353,0,1,6,6
0.2994263172149658,-0.4368172287940979,0,0,7,7
0.31818127632141113,-0.3825492858886719,0,1,8,8
0.31342124938964844,-0.09896698594093323,0,1,0,0
0.2744603753089905,-0.35518133640289307,0,0,1,1
0.2050134390592575,-0.45107924938201904,0,0,2,2
0.25431573390960693,-0.4234020709991455,0,0,2,3
0.2363927960395813,-0.49136853218078613,0,0,3,4
0.22426638007164001,-0.5205487608909607,0,0,4,5
0.24753373861312866,-0.5235351920127869,0,0,7,8
0.3326199948787689,-0.46540164947509766,0,1,8,9
0.3777712881565094,-0.14487460255622864,0,0,1,1
0.4849774241447449,0.14126193523406982,0,0,0,0
0.46852850914001465,-0.020912766456604004,1,1,0,0
0.41399097442626953,-0.04236990213394165,0,0,1,1
0.30651673674583435,-0.19480550289154053,0,0,4,4
0.3394671380519867,-0.3626781404018402,0,0,4,4
0.4407639801502228,-0.31750157475471497,0,0,5,5
0.3968801200389862,-0.07004627585411072,0,1,2,2
0.38380661606788635,-0.19069638848304749,0,0,3,3
0.41310346126556396,-0.21980783343315125,0,0,4,4
0.6899937391281128,0.1304696500301361,2,2,0,1
0.6110184192657471,0.4006791412830353,3,3,0,0
0.5053112506866455,0.23042452335357666,4,4,0,0
0.6125231981277466,0.2282954454421997,3,3,0,0
0.5700376629829407,0.25178641080856323,4,4,0,0
0.30331844091415405,-0.12931719422340393,0,0,1,1
0.2933560907840729,-0.26402759552001953,0,0,2,2
0.4002751410007477,-0.41328784823417664,0,0,3,3
0.3601612150669098,-0.19605675339698792,0,0,4,4
0.33585864305496216,-0.1338529884815216,0,0,7,7
0.36693117022514343,-0.3282827138900757,0,0,8,8
0.41420778632164,-0.25485989451408386,0,0,9,9
0.5654515624046326,0.05246257781982422,0,0,12,12
0.5254764556884766,0.13090312480926514,1,1,0,0
0.46531492471694946,0.0591142475605011,2,2,0,0
0.20958566665649414,-0.4876658022403717,0,0,6,6
0.25391289591789246,-0.5808286666870117,0,1,7,7
0.23164603114128113,-0.4921742379665375,0,0,8,8
0.41830235719680786,-0.20851093530654907,0,0,1,1
0.444306343793869,-0.13559728860855103,0,0,2,2
0.3597853481769562,-0.0011882781982421875,0,0,1,1
0.38733339309692383,-0.09645912051200867,0,1,4,4
0.4118926525115967,-0.2207518219947815,0,0,5,5
0.5203441977500916,-0.16910356283187866,0,0,6,6
0.5960643887519836,0.35264497995376587,2,4,0,0
0.6136854290962219,0.21369710564613342,3,5,0,0
0.609879195690155,0.23163878917694092,4,6,0,1
0.7058613896369934,0.49313050508499146,2,2,0,0
0.7445627450942993,0.415484219789505,3,3,0,0
0.6715353727340698,0.489125519990921,4,4,0,0
0.6278776526451111,0.2577681839466095,7,7,0,0
1,0.25575533509254456,8,8,0,0
0.7689907550811768,1,9,9,0,0
0.5119917392730713,-0.012966185808181763,1,1,0,0
0.6207920908927917,0.03237849473953247,0,0,1,1
0.3282022774219513,-0.24490627646446228,0,0,1,1
0.31892064213752747,-0.20465481281280518,0,0,0,0
0.4195517599582672,-0.35916605591773987,0,0,2,2
0.41602328419685364,-0.1543395221233368,0,0,3,3
0.5087762475013733,0.010892391204833984,0,0,6,6
0.498378723859787,0.017552495002746582,1,1,6,7
0.5660490393638611,0.011908113956451416,2,2,0,0
0.44341814517974854,0.31570592522621155,5,5,0,0
0.37886184453964233,-0.08762800693511963,6,6,0,0
0.383305162191391,-0.11048582196235657,0,0,1,1
0.6902356147766113,0.2527748644351959,1,1,0,0
0.671470582485199,0.38047125935554504,2,2,0,1
0.5703256130218506,0.34823209047317505,3,3,0,0
0.5577490329742432,0.2647665739059448,6,6,0,2
0.6456287503242493,0.13578438758850098,0,0,0,0
0.6101468801498413,0.04986777901649475,0,1,0,0
0.5611857771873474,0.2674522399902344,3,4,0,0
0.6389595866203308,0.12237155437469482,4,5,0,0
0.652600884437561,0.29090291261672974,5,6,0,1
0.6427578926086426,0.4897577166557312,8,9,0,0
0.6380103826522827,0.3154757022857666,9,10,0,0
0.6997920274734497,0.29441455006599426,10,11,0,0
0.8264575004577637,0.6585186719894409,13,14,0,0
0.8635401725769043,0.666036069393158,14,15,0,0
0.8533139228820801,0.737068235874176,15,16,0,0
0.959356963634491,0.6733957529067993,18,19,0,0
0.7735332250595093,0.9187139272689819,19,20,0,0
0.8147596120834351,0.6470363140106201,0,0,0,0
0.841559648513794,0.5397893786430359,3,3,0,0
0.8350153565406799,0.6953528523445129,4,4,0,0
0.5157713890075684,0.01562783122062683,0,0,1,1
0.5168407559394836,0.15012043714523315,3,3,0,0
0.5934121012687683,0.049134135246276855,4,4,0,0
0.6138598322868347,0.18682420253753662,5,5,0,0
0.5828750729560852,0.3927018344402313,1,1,0,0
0.6547307372093201,0.17498177289962769,2,2,0,0
0.6845561265945435,0.32251372933387756,3,3,0,0
0.6762085556983948,0.3982856869697571,6,6,0,0
0.7053701281547546,0.3649165630340576,7,7,0,0
0.6299102902412415,0.42063048481941223,8,8,0,0
0.31980565190315247,-0.11524403095245361,11,11,0,0
0.29519155621528625,-0.36038872599601746,0,0,1,1
